word,meaning
Sabian,: one of a group mentioned in the Koran as entitled to Muslim religious toleration along with Jews and Christians and usually identified with the Mandaeans or the Elkesaites
Sabianism,: the religion of the Sabians
sabicu,: the hard dark brown wood of a West Indian tree (Lysiloma sabicu) resembling mahogany in texture and valued for furniture making
Sabina,: savin
sabina,: savin
Sabine,: a member of an ancient people of the Apennines northeast of Latium
sabine,: a member of an ancient people of the Apennines northeast of Latium
sabino,: a bald cypress (Taxodium distichum)
Sabir,: a French-based pidgin language of North Africa
sable,: the color black
sablefish,: black cod
sableness,": the quality or state of being sable : blackness, gloominess"
sably,": in a sable manner : blackly, darkly"
sabora,": one of the Jewish rabbis active in the Babylonian academies during the 6th century who completed the revision of the Babylonian Talmud  � compare amora, tanna"
saboraim,": one of the Jewish rabbis active in the Babylonian academies during the 6th century who completed the revision of the Babylonian Talmud  � compare amora, tanna"
sabot,: a wooden shoe worn in various European countries
sabotage,: destruction of an employer's property (such as tools or materials) or the hindering of manufacturing by discontented workers
saboteur,: one that practices sabotage
Sabra,: a native-born Israeli
sabra,: a native-born Israeli
sabretache,: a flat leather case formerly worn suspended on the left from the saber belt by men of some cavalry units
sabulous,: being sandy or gritty
saburra,:  sordes
saburral,:  sordes
sabutan,: a coarse fiber or straw from a species of Pandanus used in making hats and mats in the Philippines
sabzi,: a green vegetable
Sac,: a pouch within an animal or plant often containing a fluid
sac,: a pouch within an animal or plant often containing a fluid
Sacae,: an ancient people settled in the eastern part of Iran
sacalait,: white crappie
sacaline,: a coarse herb (Polygonum sachalinense) of Sakhalin and cultivated in the U.S. as forage and for lawn decoration
sacaton,: a coarse perennial grass (Sporobolus wrightii) of the southwestern U.S. that is used for forage especially in alkaline soils
sacbrood,: a virus disease of the honeybee affecting the larvae and causing them to shrivel and become scalelike
saccade,: a small rapid jerky movement of the eye especially as it jumps from fixation on one point to another (as in reading)
saccadic,: a small rapid jerky movement of the eye especially as it jumps from fixation on one point to another (as in reading)
Saccammina,": a genus of foraminiferans having a thick arenaceous test often in the shape of a pear, spindle, or sphere, having survived from the Ordovician to the present time, and making up with their remains various Carboniferous strata"
saccate,: having the form of a sac or pouch
saccated,: saccate
saccharase,: invertase
saccharate,: a salt or ester of saccharic acid
saccharic,": of, relating to, or obtained from saccharine substances"
saccharide,: a monosaccharide sugar or combination of sugars : carbohydrate
sacchariferous,: producing or containing sugar
saccharification,: the process of breaking a complex carbohydrate (such as starch or cellulose) into its monosaccharide components
saccharify,: the process of breaking a complex carbohydrate (such as starch or cellulose) into its monosaccharide components
saccharimeter,: a device for measuring the amount of sugar in a solution
saccharimetric,: a device for measuring the amount of sugar in a solution
saccharimetry,: a device for measuring the amount of sugar in a solution
saccharin,": a crystalline compound C7H5NO3S that is unrelated to the carbohydrates, is several hundred times sweeter than sucrose, and is used as a calorie-free sweetener"
saccharinated,: mixed with or containing saccharine matter :  saccharated
saccharine,": of, relating to, or resembling that of sugar"
saccharinic,: any of several polyhydroxy acids formed from sugars by alkaline treatment as though by internal oxidation and reduction so that one carbon no longer holds an oxygen and in many instances with branching of the carbon skeleton
saccharinity,": of, relating to, or resembling that of sugar"
saccharogenic,: producing sugar
saccharoid,": crystalline, granular"
saccharoidal,: having or being a fine granular texture like that of sugar lumps
saccharolytic,: breaking down sugars in metabolism with the production of energy
saccharometer,: saccharimeter
Saccharomyces,: any of a genus (Saccharomyces of the family Saccharomycetaceae) of usually unicellular yeasts (such as a brewer's yeast) that are distinguished by their sparse or absent mycelium and by their facility in reproducing asexually by budding
saccharomyces,: any of a genus (Saccharomyces of the family Saccharomycetaceae) of usually unicellular yeasts (such as a brewer's yeast) that are distinguished by their sparse or absent mycelium and by their facility in reproducing asexually by budding
Saccharomycetaceae,: a family of ascomycetous fungi (order Saccharomycetales) comprising the typical yeasts that form asci or reproduce by budding and that typically produce alcoholic fermentations in carbohydrate substrates
Saccharomycetales,: an order of Fungi comprising the yeasts and various chiefly parasitic molds that are now usually included in the order Moniliales
saccharomycete,: a yeast fungus
Saccharomycetes,: a yeast fungus
saccharomycetic,: a yeast fungus
saccharose,: sucrose
Saccharum,: a genus of large grasses of the Old World tropics resembling reeds and having expanded panicles with very small paired spikelets intermixed with numerous silky hairs  � see sugarcane
saccharum,: a genus of large grasses of the Old World tropics resembling reeds and having expanded panicles with very small paired spikelets intermixed with numerous silky hairs  � see sugarcane
sacciform,: saccular
saccoderm,: having a cell wall consisting of a single piece and lacking vertical pores in the wall
Saccolabium,: a genus of epiphytic orchids of the East Indies and the Malay archipelago having racemose flowers with a flat spreading perianth and a lip with a saccate base
saccolabium,: a genus of epiphytic orchids of the East Indies and the Malay archipelago having racemose flowers with a flat spreading perianth and a lip with a saccate base
saccomyoid,: geomyoid
saccomyoidean,: geomyoid
Saccorhiza,: a small genus of marine brown algae (family Laminariaceae) having above the holdfast a swelling that resembles a bulb and is formed by whorls of tentacular outgrowths
saccular,: resembling a sac
sacculate,: having or formed of a series of saccular expansions
sacculated,: having or formed of a series of saccular expansions
sacculation,: having or formed of a series of saccular expansions
saccule,: a little sac
Sacculina,: a genus of parasitic barnacles (order Rhizocephala)
sacculoutricular,: utriculosaccular
sacculus,: saccule
saccus,: sac
sacellum,: a small monumental chapel in a church
sacerdocy,: priesthood
sacerdotal,: of or relating to priests or a priesthood : priestly
sacerdotalism,: religious belief emphasizing the powers of priests as essential mediators between God and humankind
sacerdotalist,: religious belief emphasizing the powers of priests as essential mediators between God and humankind
sacerdotalize,: to make sacerdotal
sacerdotally,: of or relating to priests or a priesthood : priestly
sacerdotical,: sacerdotal
sachem,: a North American Indian chief
sachemic,: a North American Indian chief
sachemship,: the office or authority of a sachem
sachet,: a small bag or packet
sack,": a usually rectangular-shaped bag (as of paper, burlap, or canvas)"
sackage,: the action of sacking or pillaging
sackbut,: the medieval and Renaissance trombone
sackcloth,": a coarse cloth of goat or camel's hair or of flax, hemp, or cotton"
sacked,": a usually rectangular-shaped bag (as of paper, burlap, or canvas)"
sacker,: a player who sacks the quarterback (see sack entry 2 sense 3)
sackful,": a usually rectangular-shaped bag (as of paper, burlap, or canvas)"
sacking,: an act of dismissal from employment or an office
sackless,: free from accusation : unmolested
saclike,: a pouch within an animal or plant often containing a fluid
saco,river 104 miles (167 kilometers) long in eastern New Hampshire and southwestern Maine flowing southeast into the Atlantic Ocean
