word,meaning
Nemichthys,: a genus (the type of the family Nemichthyidae) of fragile slender-bodied deep-sea eels
Nemophila,: any of a genus (Nemophila) of annual herbs of the waterleaf family chiefly of western North America that are cultivated for their showy blue or white sometimes spotted flowers
nemoral,": of, relating to, or inhabiting a wood or grove"
nemoricole,: inhabiting groves
nenuphar,: water lily
neo,: new : recent
neoanthropic,": of, resembling, or belonging to humans of the surviving species (Homo sapiens) as distinguished from primitive hominids (such as a Neanderthal) that are known only through fossil remains"
neoarsphenamine,: a yellow powder C13H13As2N2NaO4S similar to arsphenamine in structure and use
Neobalaena,: a genus of relatively small whalebone whales of the waters about Australia and New Zealand
neoblastic,: relating to or constituting new growth
Neocene,:  neogene
Neoceratodus,: a genus of dipnoan fishes including the Australian lungfish  � compare ceratodus
neoclassic,": of, relating to, or constituting a revival or adaptation of the classical especially in literature, music, art, or architecture"
neoclassicism,": of, relating to, or constituting a revival or adaptation of the classical especially in literature, music, art, or architecture"
neoclassicist,": of, relating to, or constituting a revival or adaptation of the classical especially in literature, music, art, or architecture"
Neocomian,: of or relating to a division of the European Cretaceous
neocosmic,: of or relating to the universe in its present state or to races of men known to history
neocriticism,: a form of neo-Kantianism developed principally by C. B. Renouvier and his followers rejecting the noumena of Kant and restricting knowledge to phenomena as constituted by a priori categories
neocyanine,: a cyanine dye derived from lepidine and used for sensitizing photographic emulsions to infrared rays
neodymium,: a silver-white to yellow metallic element of the rare-earth group that is used especially in magnets and lasers  � see Chemical Elements Table
Neofabraea,: a genus of plant-parasitic fungi (family Mollisiaceae) that form brightly colored apothecia in conidial stromata  � see apple anthracnose
neofetus,: the embryo during the eighth and ninth weeks of gestation
Neofiber,: a genus of rodents (family Cricetidae) comprising solely the round-tailed muskrat
neoformation,: a new growth
neoformative,: a new growth
Neogaean,: neotropical
neogamous,: of or relating to neogamy
neogamy,: association in gregarines occurring prior to the adult stage of the life cycle
Neogene,": of, relating to, or being the later portion of the Tertiary including the Miocene and Pliocene or the corresponding system of rocks"
neogenesis,": of, relating to, or characterized by the process of regeneration or of producing a new formation"
neogenetic,": of, relating to, or characterized by the process of regeneration or of producing a new formation"
Neognathae,: a superorder of Neornithes that includes most existing birds and that is characterized by reduction of the median bones of the palate  � see palaeognathae
neognathic,: a superorder of Neornithes that includes most existing birds and that is characterized by reduction of the median bones of the palate  � see palaeognathae
neognathous,: a superorder of Neornithes that includes most existing birds and that is characterized by reduction of the median bones of the palate  � see palaeognathae
neogrammarian,": one of a school of philologists arising in Germany about 1875, advocating the more exact formulation of phonetic law and its more rigid application to linguistic phenomena, maintaining that phonetic laws admit no real exceptions, and recognizing analogy as a normal factor in linguistic change"
neohexane,": a volatile flammable liquid hydrocarbon (CH3)3CC2H5 that is usually made from isobutane and ethylene and is used in aviation fuel and other special fuels for increasing power; 2,2-dimethyl-butane"
Neohipparion,: a genus of extinct American Pliocene horses with one large and two small toes on each foot
neoimpressionism,: a late 19th century French art theory and practice characterized by an attempt to make impressionism more precise in form and the use of a pointillistic painting technique
neoimpressionist,: a late 19th century French art theory and practice characterized by an attempt to make impressionism more precise in form and the use of a pointillistic painting technique
neolalia,: speech especially of a psychotic that includes words that are new and meaningless to the hearer
neolith,: a Neolithic stone implement
neolithic,: of or relating to the latest period of the Stone Age characterized by polished stone implements
neologian,: neologist
neologic,": of, relating to, or characterized by neology"
neological,": of, relating to, or characterized by neology"
neologism,": a new word, usage, or expression"
neologist,: a proponent of a new doctrine : an advocate of neology
neologistic,": a new word, usage, or expression"
neologize,: to practice neology
neology,: the use of a new word or expression or of an established word in a new or different sense : the use of new expressions that are not sanctioned by conventional standard usage : the introduction of such expressions into a language
neomenia,: the time of the new moon
neomodal,": characterized by the modification of major-minor tonality by the use of church modes or of new modes (as whole-tone scale, pentatonic scale)"
neomorph,: a structure that is not derived from a similar structure in an ancestor
Neomorpha,: a genus of New Zealand passerine birds including solely the huia
neon,": a nonmetallic chemical element that is found in minute amounts in air and is used especially in electric lamps, in lasers, and as a cryogenic refrigerant  � see Chemical Elements Table"
neonatal,": of, relating to, or affecting the newborn and especially the human infant during the first month after birth"
neonate,: a newborn child
neonomian,: one who advocates or adheres to new laws
neonomianism,: the doctrine of the neonomians
neontology,: the study of recent organisms
neonychium,: a protective pad enclosing a fetal claw
neopagan,: a person who practices a contemporary form of paganism (such as Wicca)
neopaganism,: a person who practices a contemporary form of paganism (such as Wicca)
Neopaleozoic,: late Paleozoic
neopallial,": of, relating to, or mediated by the neopallium"
neopallium,": the phylogenetically new part of the cerebral cortex that develops from the area between the piriform lobe and the hippocampus, comprises the nonolfactory region of the cortex, and attains its maximum development in humans where it makes up the greater part of the cerebral hemisphere on each side"
