word,meaning
ambidexter,: one that takes bribes or fees from both sides
ambidexterity,: the quality or state of being ambidextrous
ambidextrous,: using both hands with equal ease or dexterity
ambidextrously,: using both hands with equal ease or dexterity
ambience,": a feeling or mood associated with a particular place, person, or thing : atmosphere"
ambiens,: a thigh muscle of certain birds having the tendon passing over the knee and connecting with the tendon of a muscle that bends the toes so that the body weight on perching causes the knee to bend and the feet to clasp the perch on which the bird sits
ambient,: existing or present on all sides : encompassing
ambiguity,: the quality or state of being ambiguous especially in meaning
ambiguous,: doubtful or uncertain especially from obscurity or indistinctness
ambiguously,: doubtful or uncertain especially from obscurity or indistinctness
ambiguousness,: doubtful or uncertain especially from obscurity or indistinctness
ambilateral,: relating to or affecting both sides : bilateral
ambilaterality,: relating to or affecting both sides : bilateral
ambilian,: ambilanak
ambiopia,: diplopia
ambisyllabic,: partly in the first and partly in the second or not assignable to one only of two consecutive syllables
ambit,": circuit, compass"
ambitendency,: a tendency to act in opposite ways or directions : the presence of opposing behavioral drives
ambition,": an ardent desire for rank, fame, or power"
ambitionless,": an ardent desire for rank, fame, or power"
ambitious,": having or controlled by ambition : having a desire to be successful, powerful, or famous"
ambitiously,": having or controlled by ambition : having a desire to be successful, powerful, or famous"
ambitiousness,": having or controlled by ambition : having a desire to be successful, powerful, or famous"
ambitty,: devitrified
ambitus,": the exterior edge or periphery (as of a leaf, a bivalve shell, or the test of a sea urchin)"
ambivalence,": simultaneous and contradictory attitudes or feelings (such as attraction and repulsion) toward an object, person, or action"
ambivalency,: ambivalence
ambivalent,: having or showing simultaneous and contradictory attitudes or feelings toward something or someone : characterized by ambivalence
ambivert,: a person having characteristics of both extrovert and introvert
amble,: to go at or as if at an easy gait : saunter
ambler,: to go at or as if at an easy gait : saunter
ambling,: to go at or as if at an easy gait : saunter
Amblycephalidae,: a small family of tropical nonvenomous broad-headed snakes with extremely large eyes and very long delicate teeth occasionally considered a colubrid subfamily Amblycephalinae  � see blunthead
amblychromatic,: lightly staining
amblygonite,": a mineral (Li, Na)AlPO4(F, OH) consisting of basic lithium aluminum phosphate commonly containing sodium and fluorine and occurring in white cleavable masses"
Amblyomma,: a genus of ixodid ticks including the lone star tick (A. americanum) of the southern United States and the African bont tick (A. hebraeum)
amblyope,: an individual affected with amblyopia
amblyopia,: reduced vision typically in one eye that results from the brain suppressing input from the affected eye due to unequal visual signals from each eye (as from strabismus or anisometropia) leading to poor development of visual acuity in the affected eye
amblyopic,: reduced vision typically in one eye that results from the brain suppressing input from the affected eye due to unequal visual signals from each eye (as from strabismus or anisometropia) leading to poor development of visual acuity in the affected eye
Amblyopsis,: a genus (the type of the family Amblyopsidae) of small blanched sightless fishes related to the killifishes and including the blindfish of Mammoth Cave
amblyoscope,: an instrument for training amblyopic eyes to function properly
amblypod,: an ungulate of the order or suborder Amblypoda
Amblypoda,: an order or suborder of extinct ungulates found in the Eocene rocks chiefly of North America having very small smooth brains and some of them resembling the elephants in size and in the structure of their limbs but having horns as well as long tusks
amblypodous,: of or relating to the Amblypoda
Amblyrhynchus,: a genus of iguanid lizards containing only one species (A. cristatus) of the Gal�pagos islands
amblystegite,: a variety of hypersthene
ambo,: a large pulpit or reading desk in early churches and in contemporary Greek and Balkan churches standing on the gospel side of the nave and often having its counterpart on the epistle side
amboceptor,: an antibody that lyses an antigen (as a bacterium) in combination with complement
Ambocoelia,: a genus of small smooth or spinose plano-convex fossil brachiopods characteristic of Devonian and Carboniferous rocks
Amboina,: a mottled curly-grained wood of a southeast Asian tree (Pterocarpus indicus) of the legume family
Amboinese,island of eastern Indonesia in the Moluccas south of Ceram area 314 square miles (816 square kilometers)
ambomalleal,: relating to the ambos and malleus
ambon,island of eastern Indonesia in the Moluccas south of Ceram area 314 square miles (816 square kilometers)
ambonite,: a mineral consisting of cordierite-bearing hornblende-biotite-andesite
ambos,: a large pulpit or reading desk in early churches and in contemporary Greek and Balkan churches standing on the gospel side of the nave and often having its counterpart on the epistle side
ambrain,: a crystalline triterpenoid alcohol C30H51OH obtained from ambergris
ambrein,: a crystalline triterpenoid alcohol C30H51OH obtained from ambergris
ambrette,: a French dessert pear having a musky odor
ambrite,: a fossil resin occurring in large masses in New Zealand
Ambrose,Saint 339�397 bishop of Milan
ambrose,Saint 339�397 bishop of Milan
ambrosia,: the food of the Greek and Roman gods
ambrosiac,: ambrosial
Ambrosiaceae,: a family of herbs comprising all the composites (as ragweeds) that have the flower head subtended by an involucre of separate or united bracts and the stamens separate or merely connivent  � see compositae
ambrosiaceous,: of or relating to Ambrosiaceae
ambrosial,: the food of the Greek and Roman gods
ambrosially,: the food of the Greek and Roman gods
Ambrosian,Saint 339�397 bishop of Milan
ambrosian,Saint 339�397 bishop of Milan
ambrosin,: a Milanese gold or silver coin of the late 13th and early 14th centuries featuring a depiction of St. Ambrose
ambrosine,: a resinous hydrocarbon mineral that is a variety of amber
ambrotype,: a positive picture made of a photographic negative on glass backed by a dark surface
ambry,: pantry
ambsace,: the lowest throw at dice
ambulacral,": of, relating to, or being any of the radial areas of echinoderms along which run the principal nerves, blood vessels, and elements of the water-vascular system"
