word,meaning
heliacally,: relating to or near the sun
Heliamphora,: a genus of South American pitcher plants (family Sarraceniaceae) native to the mountains of British Guiana and having scapes of nodding pink or white flowers
helianthaceous,": resembling, belonging to, or related to the genus Helianthus"
Helianthemum,: a geus of Eurasian herbs or undershrubs (family Cistaceae) having showy variously colored flowers with fugacious petals
helianthin,: methyl orange
Helianthus,: a genus of tall erect or sometimes much-branched American annual or perennial herbs (family Compositae) comprising the sunflowers and having flower heads with purple or yellow disk flowers and showy yellow sterile rays  � see jerusalem artichoke
heliast,: dicast
heliastic,: dicast
heliazophyte,: heliophyte
helical,": of, relating to, or having the form of a helix"
helically,": of, relating to, or having the form of a helix"
heliced,: decorated with or having helices
helices,: something spiral in form: such as
helichryse,: helichrysum sense 2
helichrysum,: a large genus of mostly African and Australian plants (family Compositae) with flower heads having shining involucres which retain their color when dried  � see strawflower
Helicidae,: a family of pulmonate land snails (suborder Stylommatophora) including the common edible snail and a number of pests  � see helix
heliciform,: spiral
Helicina,": a genus of operculate land snails (suborder Rhipidoglossa) that occur chiefly in warm regions and are distinguished by a short-spired shell, a single auricle, and a pulmonary chamber replacing the gill"
helicine,: any of various convoluted and dilated arterial vessels that empty directly into the cavernous spaces of erectile tissue and function in its erection
helicitic,: marked by bands of inclusions showing the original bedding or schistosity of the rock and in many places cutting through the later formation
helicline,: a gradually ascending and curving ramp
helicoid,: forming or arranged in a spiral
helicoidal,: forming or arranged in a spiral
helicon,: a large circular tuba similar to a sousaphone but lacking an adjustable bell
Heliconia,: any of a genus (Heliconia of the family Heliconiaceae) of perennial herbs of tropical America and islands of the western Pacific having showy brightly colored bracts and large leaves
Heliconian,: of or relating to the Boeotian mountain Helicon supposed by the ancient Greeks to be the residence of Apollo and the Muses
Heliconiidae,: a family of chiefly tropical American butterflies with long forewings and small rounded hind wings that is commonly included in the family Nymphalidae
Heliconius,: a large Neotropical genus of long-winged butterflies that are often brilliantly colored or mimetic and that with related American butterflies constitute a subfamily of Nymphalidae or in some classifications the separate family Heliconiidae
helicopter,: an aircraft whose lift is derived from the aerodynamic forces acting on one or more powered rotors turning about substantially vertical axes
helicorubin,: a hemoprotein occurring in the intestine and hepatopancreas of pulmonate gastropods and in the hepatopancreas of the crayfish
helicotrema,: the minute opening by which the scala tympani and scala vestibuli communicate at the top of the cochlea of the ear
Helicteres,: a large genus of tropical trees and shrubs (family Sterculiaceae) with axillary flowers and fruits consisting of five twisted carpels  � see screw tree
helictite,: an irregular stalactite with branching convolutions or spines
helio,: sun
heliocentric,: referred to or measured from the sun's center or appearing as if seen from it
heliochrome,: a photograph in natural colors made originally by use of a photohalide form of silver chloride
heliochromy,:  color photography
heliodon,: a device consisting of a pivoted platform and a spotlight on a vertical track used to simulate sun and shadow orientation for any latitude and day of year for a proposed building
heliodor,: a golden-yellow beryl found in southern Africa
Heliogabalus, � see elagabalus
heliogram,: a message transmitted by a heliograph
heliograph,: an apparatus for telegraphing by means of the sun's rays flashed from a mirror
heliographic,: measured on the sun's disk
heliography,: an early photographic process producing a photoengraving on a metal plate coated with an asphalt preparation
heliogravure,: photogravure
heliolatrous,: sun worship
heliolatry,: sun worship
heliolite,: a fossil coral of the family Heliolitidae
Heliolites,: a fossil coral of the family Heliolitidae
heliolithic,": marked by, observing, or associated with practices (as sun worship and the erection of megaliths) held by some diffusionists to constitute a single widespread neolithic culture originating in Egypt"
Heliolitidae,: a family of Paleozoic tabulate corals probably related to the Helioporidae but having 12 radial septa in the large zooecia
heliometer,: a visual telescope that has a divided objective designed for measuring the apparent diameter of the sun but also used for measuring angles between celestial bodies or between points on the moon
heliometric,: a visual telescope that has a divided objective designed for measuring the apparent diameter of the sun but also used for measuring angles between celestial bodies or between points on the moon
heliometrically,: a visual telescope that has a divided objective designed for measuring the apparent diameter of the sun but also used for measuring angles between celestial bodies or between points on the moon
heliometry,: the art or practice of measuring with the heliometer
heliomicrometer,: an instrument for determining heliographic positions of spots and flocculi shown on direct photographs of the sun or on spectroheliograph plates
heliophilous,: attracted by or adapted to sunlight
heliophobe,: one who is abnormally sensitive to the effect of sunlight
heliophobic,: avoiding the sun : shade loving
heliophobous,: avoiding the sun : shade loving
heliophyllite,: a mineral approximately Pb6As2O7Cl4 consisting of oxychloride of lead and arsenic that is apparently dimorphous with ecdemite
heliophyte,: a plant thriving in or tolerating full sunlight
Helioporidae,: a family of tabulate corals (order Coenothecalia) comprising the blue coral and extinct related forms and having the corallum composed of large zooecia interspersed with more numerous smaller tubes occupied by simple polyps without tentacles or reproductive organs
Heliopsis,: a small genus of American herbs (family Compositae) resembling a sunflower with fertile ray flowers and a conical receptacle
Heliornis,: the type genus of Heliornithidae including a single tropical American sun-grebe (H. fulica)
Heliornithidae,": a family of tropical aquatic birds (order Gruiformes) comprising the sun-grebes and having a head and bill like those of a rail, a long body and tail, short legs, and lobed feet"
Helios,: the god of the sun in Greek mythology  � compare sol
heliosis,: sunstroke
heliostat,: an instrument consisting of a mirror mounted on an axis moved by clockwork by which a sunbeam is steadily reflected in one direction
heliotactic,: of or relating to heliotaxis
heliotaxis,: a taxis in which sunlight is the directive factor
