word,meaning
xanthamide,: an amide ROCSNH2 of a xanthic acid
xanthate,: a salt or ester of any of various thio acids and especially C3H6OS2
xanthation,: the process of xanthating
xanthelasma,: a xanthoma of the eyelid
xanthene,: a white crystalline heterocyclic compound C13H10O
Xanthian,: of or relating to the ancient town of Xanthus in Lycia in Asia Minor
xanthic,": of, relating to, or tending toward a yellow color"
Xanthidium,: a genus of deeply constricted spiny desmids (family Desmidiaceae) including some that are common plankton forms
xanthin,: a carotenoid pigment (as cryptoxanthin or zeaxanthin) soluble in alcohol
xanthine,": a feebly basic compound C5H4N4O2 that occurs especially in animal or plant tissue, is derived from guanine and hypoxanthine, and yields uric acid on oxidation"
Xanthium,: a genus of coarse and rough or spiny herbs (family Compositae) having small heads of greenish flowers of which the pistillate enclosed in an involucre becomes a burr covered with hooked bristles  � see cocklebur
Xanthocephalus,: a genus of blackbirds comprising only the yellow-headed blackbird of western North America
Xanthoceras,": a monotypic genus of Chinese shrubs (family Sapindaceae) that have pinnately compound leaves, racemose rather showy white flowers with red or yellow spots, and a fruit resembling the horse chestnut but without prickles"
Xanthochroi,: caucasoids having light hair and fair skin  � compare melanochroi
Xanthochroic,: relating to or belonging to the xanthochroi
xanthochroid,: xanthochroic sense 1
xanthochroism,: abnormal coloration of feathers (as in some parrots) in which yellow replaces the normal color
xanthochromia,: xanthochromic discoloration
xanthochromic,: having a yellowish discoloration
xanthochroous,: having a yellowish skin and fair hair
xanthoconite,: a cochineal-red to orange-yellow to brown mineral Ag3AsS3 consisting of a silver arsenic sulfide and occurring in tabular crystals and often flat rhombohedrons  � compare proustite
xanthoderm,: a person with yellowish skin
xanthoderma,: yellow color of the skin
xanthogen,: either of two univalent radicals:
xanthogenate,: xanthate
xanthogenic,: xanthic acid sense 1
xantholeucophore,: a leucophore (as of a frog) containing yellow pigment as well as guanine  � compare xanthophore
xanthoma,": a fatty irregular yellow patch or nodule containing lipid-filled foam cells that occurs on the skin (as of the eyelids, neck, or back) or in internal tissue and is associated especially with disturbances of lipid metabolism"
xanthomata,": a fatty irregular yellow patch or nodule containing lipid-filled foam cells that occurs on the skin (as of the eyelids, neck, or back) or in internal tissue and is associated especially with disturbances of lipid metabolism"
xanthomatosis,: a condition marked by the presence of multiple xanthomas
xanthomatous,": of, relating to, marked by, or characteristic of a xanthoma or xanthomatosis"
Xanthomelanoi,: xanthomelanous peoples
xanthomelanous,: having olive or yellow skin and black hair
xanthometer,: a chromometer for use with sea or lake water
Xanthomonas,: a large genus of bacteria (family Pseudomonadaceae) that are distinguished from members of the closely related Pseudomonas by production of yellow pigments insoluble in water and that include numerous plant pathogens some of which cause necrotic conditions
xanthone,: a ketone C13H8O2 that is the parent of several natural yellow pigments
xanthophore,: a chromatophore containing a yellow pigment that is typically a carotinoid and occurring especially in fishes and crustaceans
Xanthophyceae,: a class of algae (division Chrysophyta) in which the green pigments of the chromatophores are partially masked by xanthophyll and reserves are commonly stored in the form of oil and which comprise the yellow-green algae
xanthophyll,: any of several yellow to orange carotenoid pigments that are oxygen derivatives of carotenes
xanthophyllite,: seybertite
xanthoproteic,: the reaction of warm concentrated nitric acid with tyrosine or tyrosine-containing proteins (as in human skin) to form a yellow color that is intensified to orange-yellow by the addition of alkali
xanthopsia,: a visual disturbance in which objects appear yellow
xanthopterin,: a yellow crystalline amphoteric pigment C6H5N5O2 that occurs especially in the wings of yellow butterflies and also in the urine of mammals and that is convertible into folic acid by the action of various microorganisms
xanthopurpurin,: purpuroxanthin
xanthorhamnin,: a yellow crystalline glycoside C34H42O20 that occurs in Persian berries and yields rhamnetin and rhamninose on enzymatic hydrolysis
Xanthorrhiza,: a plant of the genus Zanthorhiza : yellowroot
Xanthorrhoea,: a genus of Australian plants (family Liliaceae) having a thick woody trunk or caudex that bears a cluster of stiff linear leaves and a dense terminal spike of small flowers  � see grass tree
xanthorrhoea,: a genus of Australian plants (family Liliaceae) having a thick woody trunk or caudex that bears a cluster of stiff linear leaves and a dense terminal spike of small flowers  � see grass tree
xanthosiderite,: goethite
xanthosis,: yellow discoloration of the skin from abnormal causes
Xanthosoma,": a genus of tropical American aroids having hastate leaves, a shield-shaped style projecting beyond the ovary, and thick tubers  � see yautia"
xanthous,": having yellowish, red, auburn, or brown hair"
xanthoxenite,: a mineral 2Ca2Fe(PO4)2(OH).3H2O consisting of a basic hydrous calcium ferric phosphate and occurring in thin yellow monoclinic plates
xanthoxylin,: a crystalline phenolic ketone C10H12O4 obtained from seeds of a shrubby Chinese tree (Zanthoxylum piperitum)
xanthydrol,: a crystalline secondary alcohol C13H10O2 that is used especially for the detection of urea with which it forms an insoluble product
xarque,: charqui
Xaverian,": of, relating to, or named after St. Francis Xavier"
xebec,: a usually 3-masted Mediterranean sailing ship with long overhanging bow and stern
Xema,: a monotypic genus of small black-headed gulls of arctic America having a slightly forked tail
xenacanthine,: of or relating to the Xenacanthini
Xenacanthini,: a division of fossil elasmobranchs that is nearly equivalent to Ichthyotomi
Xenarchi,: an order or fishes that comprises only the pirate perches and is usually included in the order Salmopercae
Xenarthra,": a suborder or other division of Edentata comprising the American anteaters, armadillos, sloths, and usually the extinct ground sloths"
xenarthral,": a suborder or other division of Edentata comprising the American anteaters, armadillos, sloths, and usually the extinct ground sloths"
xenarthrous,": a suborder or other division of Edentata comprising the American anteaters, armadillos, sloths, and usually the extinct ground sloths"
xenia,: the effect of genes introduced by pollen especially on endosperm and embryo development
